ID,Date,Username,Likes,Retweets,Replies,URL,Text
1217266116046667777,2020-01-15 02:03:52+00:00,TiffanyPhoto1,16,5,4,https://twitter.com/TiffanyPhoto1/status/1217266116046667777,"Or he knows the sad sad truth of our Nightmare from @Tesla’s Negligence... Today is Day 334!

Watch, I am exactly who I say I am! A Tesla Customer left w Major Damages solely from @Tesla performed Full Reroof + PV Install!

Cc @elonmusk 👈👈 

$TSLA $TSLAQ #TeslaSolar #Tesla https://t.co/WSZrCzVZMy"
1217265925981900801,2020-01-15 02:03:07+00:00,korinek_trades,71,15,10,https://twitter.com/korinek_trades/status/1217265925981900801,"$TSLA projection - if my count is correct, which so far so good. Today we completed subwave (3). On the smaller degree, we are correcting. We should see a retracement to prior (iv) low of 520, which has confluence w a 2H RBR demand. From here, i have subW5 ext. target of 630 https://t.co/4lnoR7efS5"
1217262176823582721,2020-01-15 01:48:13+00:00,InvestorSwan,12,2,1,https://twitter.com/InvestorSwan/status/1217262176823582721,"Tesla's Buffalo plant gets $884 million write-down https://t.co/3OOqxqjXkQ
1/ how many employees here again @elonmusk ? 1460 ?
2/ The fine by April 2020- $41.6 million?
3. When is the Solarcity fraud case being heard? April? Too much money out the door.. 
$tsla $tslaq"
1217260610137669633,2020-01-15 01:41:59+00:00,tomthetrader1,23,1,5,https://twitter.com/tomthetrader1/status/1217260610137669633,"Picked up $TSLA puts

The odds of a pullback after running $200+ or 60%++ from December lows- C’mon you don’t need to be a rocket scientist here. The euphoria WILL conclude 🚀 🧪 

I like my odds

From a chart stance, $TSLA will see $360’s again 

PS. I actually like the truck"
1217257959560007682,2020-01-15 01:31:27+00:00,Sandro_power,41,36,18,https://twitter.com/Sandro_power/status/1217257959560007682,Another Double whammy in $TSLA with the jan 10 460 calls and then the jan 17 500 calls close out in my group this Video shows you the facts a lot of detailed info in here for those serious for success  https://t.co/VxKN6gkjai we have back to back gains in $TSLA these are new top
1217257432222748672,2020-01-15 01:29:22+00:00,ContrarianShort,47,2,8,https://twitter.com/ContrarianShort/status/1217257432222748672,Missed a spot bro $TSLA $TSLAQ https://t.co/6wXnU44mJl
1217257174440611840,2020-01-15 01:28:20+00:00,FutureIsTesla,22,3,81,https://twitter.com/FutureIsTesla/status/1217257174440611840,"As a $TSLA shareholder if you need to  buy little bit of some other auto stock which would that be ?

$TM $GM $VLKAF $DDAIF $BMWYY"
1217256027394990080,2020-01-15 01:23:47+00:00,GerberKawasaki,83,9,4,https://twitter.com/GerberKawasaki/status/1217256027394990080,Something spaceX and Tesla have in common. 🚀 $tsla https://t.co/AyyaLzY1Om
1217253218771587072,2020-01-15 01:12:37+00:00,4Awesometweet,43,11,14,https://twitter.com/4Awesometweet/status/1217253218771587072,"Tesla now has the same market cap as GE

Wow 😉

$GE $TSLA
@DiMartinoBooth @GaryKaltbaum 
@StockCats @OpenOutcrier"
1217252871432892418,2020-01-15 01:11:14+00:00,GerberKawasaki,29,9,6,https://twitter.com/GerberKawasaki/status/1217252871432892418,"Tesla stock hits all-time high, so how should you invest? Great spot today with ⁦@LizClaman⁩ - some advice to think about. $aapl $tsla #apple #disney $dis ⁦@FoxBusiness⁩  https://t.co/aJJ2UhvmTk"
