Ticker,Date,Dividend Yield,Earnings Yield,FCF Yield,Market-Cap,P/Cash,P/E,P/FCF,P/NCAV,P/NetNet,P/Sales,Price to Book Value
TSLA,2016-01-21,,-0.034667369514723885,-0.08423772531797713,25633989900.0,21.416842313694957,-28.845569017726632,-11.871165754123119,-6.100093521795219,-5.104659835990286,6.335598494818989,23.654051198482243
TSLA,2016-01-22,,-0.03422236748688739,-0.08315642151236499,25967315100.0,21.695330885916043,-29.22065518649927,-12.025529499863152,-6.179414567840068,-5.171037008151199,6.417981871095705,23.96163075895263
TSLA,2016-01-25,,-0.03529399457468962,-0.08576035222672874,25178872800.0,21.03659830162385,-28.333432133440912,-11.660399870516532,-5.991789785849368,-5.0140294663090375,6.223113500287319,23.234086798609216
TSLA,2016-01-26,,-0.03581369431397076,-0.08702316288984514,24813497100.0,20.73133198207381,-27.922279986901675,-11.491193456916877,-5.904841716146359,-4.941269873748036,6.1328086455224575,22.89693228040129
TSLA,2016-01-27,,-0.03686115679058251,-0.08956837637505731,24108386100.0,20.14222154083689,-27.128828476036475,-11.164654764005263,-5.737047195666871,-4.800856624946102,5.95853611878325,22.246283210175473
TSLA,2016-01-28,,-0.036540540508534745,-0.08878931564222207,24319919400.0,20.318954673207966,-27.36686392929603,-11.262616371878746,-5.787385551810718,-4.842980599586682,6.010817876805012,22.441477931243217
TSLA,2016-01-29,,-0.0362538730882272,-0.08809274674335527,24512222400.0,20.479621157181672,-27.583259795895636,-11.35167237903646,-5.83314769375967,-4.88127512198721,6.0583467477338875,22.61892767766844
TSLA,2016-02-01,,-0.035195433025991575,-0.08552085898618698,25249383900.0,21.095509345747544,-28.412777284527433,-11.693053739807691,-6.008569237897317,-5.028070791189231,6.24054075296124,23.299151705631797
TSLA,2016-02-02,,-0.03791980598724858,-0.09214077230486611,23435325600.0,19.57988884692892,-26.371442942937875,-10.85295873895327,-5.576879698845541,-4.666825796544257,5.79218507053219,21.625209097687193
TSLA,2016-02-03,,-0.03995239501134894,-0.09707973012870044,22243047000.0,18.58375664629195,-25.029788570020358,-10.300811494575449,-5.293154418762043,-4.429399757660988,5.497506070773166,20.52502066985081
TSLA,2016-02-04,,-0.03953088414296573,-0.09605550714188496,22480220700.0,18.78191197652618,-25.296676805493195,-10.410647236736628,-5.349594393832416,-4.476629668621638,5.556125011585445,20.743875357108585
TSLA,2016-02-05,,-0.04263063059329053,-0.10358753491592575,20845645200.000004,17.416246862749688,-23.457311939396604,-9.65367117589607,-4.96061618726633,-4.151126228217157,5.152129608690011,19.235552512494188
TSLA,2016-02-08,,-0.04683608469235838,-0.11380630525222653,18973896000.0,15.852426418738952,-21.351058837827164,-8.78685937289433,-4.51519800562987,-3.7783928768520245,4.6895152649822975,17.508374980622015
TSLA,2016-02-09,,-0.04675710309928527,-0.11361438905449935,19005946500.0,15.8792041660679,-21.38712481559376,-8.801702040753948,-4.522825029288028,-3.784775297252112,4.697436743470443,17.537949938359553
TSLA,2016-02-10,,-0.048254371976811976,-0.11725258041997583,18416217300.0,15.386493615215205,-20.723510824688326,-8.528596952136963,-4.38248779397791,-3.667338761890495,4.551681539288561,16.99377071598887
TSLA,2016-02-11,,-0.046073383412888275,-0.11195302876257579,19287990900.0,16.11484834256267,-21.704505419939842,-8.932317517918595,-4.589942837479823,-3.8409405967728856,4.767145754166126,17.79820956644988
TSLA,2016-02-12,,-0.0458903709663624,-0.11150832954206903,19364912100.0,16.179114936152153,-21.791063766579683,-8.96793992078168,-4.608247694259404,-3.8562584057330964,4.786157302537676,17.869189465019968
TSLA,2016-02-16,,-0.04467767021894322,-0.10856160604144072,19890540300.0,16.61826999234695,-22.382545801951924,-9.211359673679429,-4.733330882253204,-3.960930100294538,4.916069549743267,18.35421877191558
TSLA,2016-02-17,,-0.04108915550959716,-0.09984192754789287,21627677400.0,18.06962389757609,-24.33732179690164,-10.015832271670767,-5.146715564525398,-4.306857285979301,5.345413683800768,19.957181481290096
TSLA,2016-02-18,,-0.04156965837762543,-0.10100949431681874,21377683500.0,17.86075746841027,-24.05600717032216,-9.900059462365741,-5.087224779991762,-4.2570744068586155,5.28362615159323,19.726496810937306
TSLA,2016-02-19,,-0.041607086041230736,-0.10110043923967303,21358453200.0,17.8446908200129,-24.0343675836622,-9.89115386164997,-5.082648565796867,-4.2532449546185624,5.278873264500343,19.70875183629478
TSLA,2016-02-22,,-0.03899713380854594,-0.09475855514672027,22787905500.0,19.03897835088411,-25.642910192052554,-10.553136848188966,-5.422813820950738,-4.537900904462481,5.632171205071644,21.027794951388938
TSLA,2016-02-23,,-0.03911817457375306,-0.09505267030095671,22717394400.0,18.980067306760418,-25.563565040966036,-10.520482978897807,-5.406034368902789,-4.523859579582289,5.614743952397723,20.962730044366356
TSLA,2016-02-24,,-0.03872480745513431,-0.0940968333929024,22948158000.0,19.172867087528864,-25.823240080885554,-10.62735018748706,-5.460948939241531,-4.569813006462921,5.671778597512373,21.175669740076625
TSLA,2016-02-25,,-0.03697914395555636,-0.08985507163152588,24031464900.0,20.07795494724741,-27.042270129396634,-11.129032361142178,-5.718742338887291,-4.785538815985892,5.939524570411701,22.175303311605386
TSLA,2016-02-26,,-0.036415763249115,-0.08848612123629906,24403250700.0,20.38857681626324,-27.460635471489194,-11.301207308313757,-5.80721581332193,-4.859574892626911,6.031413720874191,22.518372821360813
TSLA,2016-02-29,,-0.036112219507523004,-0.08774854481547031,24608373900.0,20.559954399168525,-27.691457729195434,-11.396200382615316,-5.856028764734145,-4.900422383187474,6.082111183198324,22.707652550881054
TSLA,2016-03-01,,-0.03719742706986338,-0.09038547452283083,23890442700.000004,19.960132859000026,-26.883579827223596,-11.063724622559855,-5.685183434791393,-4.757456166225506,5.9046700650638595,22.04517349756022
TSLA,2016-03-02,,-0.03680244509938434,-0.08942571371027092,24146846700.0,20.174354837631633,-27.172107649356395,-11.182465965436805,-5.746199624056662,-4.8085155294262085,5.968041892969025,22.281773159460517
TSLA,2016-03-03,,-0.035411190469829074,-0.08604512478840116,25095541500.0,20.966976158568578,-28.239660591247752,-11.621808934081521,-5.971959524338155,-4.997435173268809,6.20251765621814,23.15719190849162
TSLA,2016-03-04,,-0.03447769477477762,-0.08377683748982605,25775012100.0,21.53466440194234,-29.00425931989967,-11.93647349270544,-6.133652425891117,-5.132742485750672,6.3704530001668305,23.78418101252741
TSLA,2016-03-07,,-0.03376395779088671,-0.08204253861339272,26319870600.0,21.989886106534506,-29.61738094193187,-12.18879884631896,-6.263311828079813,-5.241243632552166,6.505118134465309,24.28695529406554
TSLA,2016-03-08,,-0.03421392169037039,-0.08313589919708551,25973725200.000004,21.700686435381837,-29.22786838205259,-12.028498033435078,-6.1809399725717,-5.1723134922312175,6.419566166793334,23.96754575050014
TSLA,2016-03-09,,-0.03321389810478697,-0.08070595676727133,26755757400.0,22.35406347020824,-30.10787823955763,-12.390659129209777,-6.367039349830769,-5.328044549993361,6.612850241904091,24.689174719296044
TSLA,2016-03-10,,-0.0337804119613501,-0.08208252035735637,26307050400.0,21.979175007602922,-29.602954550825228,-12.182861779175113,-6.260261018616548,-5.238690664392131,6.50194954307005,24.275125310970523
TSLA,2016-03-11,,-0.033405978479368874,-0.08117269001122664,26601915000.0,22.225530283029272,-29.934761546277947,-12.319414323483606,-6.3304296362716075,-5.29740893207294,6.574827145160992,24.547214922155867
TSLA,2016-03-14,,-0.032218175851587455,-0.07828646608101104,27582660300.0,23.04492935129517,-31.03838046593591,-12.77359995998794,-6.56381656021126,-5.492710996315629,6.8172243868982525,25.452208628924506
TSLA,2016-03-15,,-0.03174600656958571,-0.07713914896876357,27992906700.0,23.387684517105743,-31.50002498134839,-12.963586108591063,-6.661442463035689,-5.574405977436753,6.918619311546518,25.83076808796498
TSLA,2016-03-16,,-0.03123109049096211,-0.07588796205149595,28454433900.0,23.773284078642636,-32.019375061187425,-13.177320525769572,-6.771271603713172,-5.666312831198019,7.032688601775817,26.256647479385517
TSLA,2016-03-17,,-0.030617228509138873,-0.0743963479564025,29024932800.0,24.249927981097965,-32.661349465432906,-13.441520013670788,-6.907032624828395,-5.779919914319583,7.173690918864812,26.78308172711368
TSLA,2016-03-18,,-0.029781914218986214,-0.07236663019260807,29839015500.0,24.930082763253314,-33.57742530070454,-13.818523777305103,-7.100759025745622,-5.9420333924818145,7.374896472463714,27.53428565364712
TSLA,2016-03-21,,-0.029088294311661943,-0.07068121350117301,30550536599.999996,25.524548753956026,-34.378090007123056,-14.14803100378864,-7.270078950956742,-6.083723125363766,7.55075329490055,28.190849715420445
TSLA,2016-03-22,,-0.029591208258138914,-0.07190323661613458,30031318500.0,25.090749247227023,-33.793821167304145,-13.907579784462818,-7.146521167694574,-5.980327914882342,7.4224253433925895,27.711735400072346
TSLA,2016-03-23,,-0.031139894584317342,-0.0756663664749754,28537765200.000004,23.84290622169791,-32.113146603380585,-13.215911462204582,-6.791101865224385,-5.682907124238247,7.053284445844996,26.333542369503114
TSLA,2016-03-24,,-0.0304357432907532,-0.07395535972482778,29198005500.0,24.394527816674298,-32.856105745372545,-13.521670420112727,-6.948218552582451,-5.814384984480057,7.216466902700798,26.942786498896375
TSLA,2016-03-28,,-0.030105279194219507,-0.07315236993411305,29518510500.0,24.662305289963808,-33.21676552303854,-13.670097098708915,-7.024488789164036,-5.878209188480936,7.295681687582256,27.23853607627175
TSLA,2016-03-29,,-0.03011835991513813,-0.07318415458322627,29505690300.0,24.651594191032228,-33.20233913193191,-13.66416003156507,-7.0214379797007735,-5.875656220320901,7.292513096186998,27.226706093176738
TSLA,2016-03-30,,-0.03054975995799489,-0.07423240712793974,29089033800.0,24.303483475755865,-32.73348142096611,-13.471205349390026,-6.922286672144712,-5.792684755119759,7.189533875841104,26.842231642588754
TSLA,2016-03-31,,-0.034072322907801746,-0.06929946998531082,29840906437.5,20.697138372882577,-29.349334435047393,-14.43012479333488,-5.989992046539862,-5.066345882118847,7.016118581381095,30.752249346895244
TSLA,2016-04-01,,-0.03294661695314584,-0.06700990416298469,30860497800.000004,21.40430936843047,-30.352129975047927,-14.923167142095178,-6.194655539751343,-5.239450627166216,7.255842328340145,31.802979085189595
TSLA,2016-04-04,,-0.031692778089341914,-0.0644597296725715,32081409750.0,22.25111285354514,-31.552929729953018,-15.513561801757191,-6.439730295953626,-5.446735290025485,7.542900063552254,33.061177752701305
TSLA,2016-04-05,,-0.030644416473155026,-0.06232747398365693,33178931662.500004,23.01233513537695,-32.63237206281983,-16.044288916027835,-6.660036858709935,-5.633070971000041,7.800946644673779,34.19221804424109
TSLA,2016-04-06,,-0.02949553951796327,-0.05999078081810536,34471279950.0,23.908685632918544,-33.90343137785235,-16.669227944074326,-6.919451095328309,-5.852483991792566,8.10480031120149,35.524034718894434
TSLA,2016-04-07,,-0.03043591052903364,-0.06190339513656751,33406229100.0,23.1699847203717,-32.85592520867982,-16.154202815432996,-6.705662478215679,-5.671661200787671,7.854388244314331,34.426457157873585
TSLA,2016-04-08,,-0.031306203511567494,-0.06367347822085648,32477556712.5,22.52587355882171,-31.942550927023287,-15.70512602643476,-6.519249232806495,-5.513992547655354,7.636041137211502,33.46942306503223
TSLA,2016-04-11,,-0.03132499475016988,-0.06371169759553887,32458074074.999996,22.51236073725073,-31.923389228806716,-15.695704835057175,-6.515338465420288,-5.510684813673557,7.631460428670883,33.449345426720875
TSLA,2016-04-12,,-0.0315904608073747,-0.06425162723617903,32185317150.0,22.32318123525703,-31.65512545377473,-15.563808155770982,-6.460587722013396,-5.464376537928402,7.567330509102221,33.16825849036188
TSLA,2016-04-13,,-0.03075276443947143,-0.06254784218866692,33062035837.499996,22.931258205951075,-32.517401873520406,-15.98776176776232,-6.636572254392695,-5.61322456710926,7.773462393430065,34.07175221437294
TSLA,2016-04-14,,-0.03108245458831627,-0.06321839678032624,32711348362.5,22.688027417673457,-32.17249130562213,-15.818180322965784,-6.566178441440974,-5.553685355436916,7.691009639698928,33.710354724768514
TSLA,2016-04-15,,-0.030758806239950698,-0.06256013056630712,33055541625.0,22.926753932094083,-32.511014640781546,-15.984621370636459,-6.635268665263959,-5.612121989115328,7.771935490583193,34.06505966826916
TSLA,2016-04-18,,-0.030831493454381458,-0.06270796860624325,32977611075.0,22.87270264581017,-32.43436784791527,-15.946936605126119,-6.619625595719133,-5.59889105318814,7.753612656420718,33.98474911502373
TSLA,2016-04-19,,-0.03164793284037781,-0.06436851922023515,32126869237.5,22.282642770544093,-31.597640359125016,-15.535544581638224,-6.448855419854775,-5.454453335983011,7.553588383480364,33.1080255754278
TSLA,2016-04-20,,-0.0313187284979694,-0.06369895270704205,32464568287.5,22.51686501110773,-31.929776461545575,-15.698845232183038,-6.516642054549024,-5.51178739166749,7.632987331517757,33.45603797282466
TSLA,2016-04-21,,-0.03152684731400505,-0.0641222441769036,32250259274.999996,22.368223973826957,-31.718997781163296,-15.595212127029598,-6.4736236133007505,-5.475402317867724,7.58259953757095,33.235183951399726
TSLA,2016-04-22,,-0.030849718967753507,-0.06274503735615827,32958128437.5,22.85918982423919,-32.4152061496987,-15.937515413748532,-6.615714828332926,-5.5955833192063436,7.749031947880099,33.96467147671237
TSLA,2016-04-25,,-0.031088626640458507,-0.06323095007595378,32704854150.0,22.683523143816466,-32.16610407288328,-15.815039925839923,-6.564874852312239,-5.552582777442984,7.689482736852055,33.70366217866473
TSLA,2016-04-26,,-0.030849718967753507,-0.06274503735615827,32958128437.5,22.85918982423919,-32.4152061496987,-15.937515413748532,-6.615714828332926,-5.5955833192063436,7.749031947880099,33.96467147671237
TSLA,2016-04-27,,-0.031131899733813688,-0.06331896293149797,32659394662.5,22.651993226817513,-32.12139344371128,-15.79305714595889,-6.55574972841109,-5.544864731485458,7.678794416923944,33.65681435593823
TSLA,2016-04-28,,-0.03160321432405108,-0.06427756652856344,32172328725.0,22.314172687543042,-31.642350988297014,-15.557527361519258,-6.457980543755924,-5.462171381940537,7.564276703408475,33.1548733981543
TSLA,2016-04-29,,-0.032515539721983185,-0.06613313906178676,31269633187.5,21.688078621421024,-30.754525637595908,-15.121012161024469,-6.276781654861682,-5.308913040783949,7.352037207693138,32.22460948972809
TSLA,2016-05-02,,-0.032374343209542814,-0.0658459604182182,31406011650.0,21.782668372417877,-30.888657525111903,-15.186960500667567,-6.304157026565129,-5.332067178656527,7.38410216747747,32.36515295790759
TSLA,2016-05-03,,-0.033698304726936947,-0.06853875690540319,30172111275.0,20.926856339589218,-29.675083304729093,-14.590285046753829,-6.056475092105375,-5.1225773598093935,7.093990626571614,31.093569198188312
TSLA,2016-05-04,,-0.035174640251931934,-0.0715414658689066,28905739837.5,20.048522937475592,-28.429572920652,-13.977907607210781,-5.802275212001941,-4.907574650992598,6.796244571431393,29.7885227079501
TSLA,2016-05-05,,-0.03700362178240346,-0.07526141918754509,27477013087.5,19.057582688937146,-27.024381718103488,-13.28702023952119,-5.51548560368012,-4.665007492327495,6.46032594511935,28.316162565117253
TSLA,2016-05-06,,-0.03641831211010678,-0.07407096175447854,27918619537.5,19.363873311212668,-27.458713544345756,-13.500567244079791,-5.604129664434138,-4.739982795914891,6.564155338706708,28.771255700174677
TSLA,2016-05-09,,-0.03747303105824534,-0.07621614757838756,27132819825.0,18.81885617451652,-26.685858382944073,-13.120579191850517,-5.446395379857136,-4.606570858649085,6.379400094235085,27.96145762161661
TSLA,2016-05-10,,-0.03750894196486561,-0.07628918653150533,27106842975.0,18.800839079088547,-26.660309451988645,-13.10801760334707,-5.441181023342194,-4.602160546673355,6.373292482847593,27.934687437201468
TSLA,2016-05-11,,-0.03746406407306749,-0.07619790968712689,27139314037.5,18.823360448373514,-26.69224561568293,-13.123719588976378,-5.447698968985871,-4.607673436643016,6.380926997081957,27.968150167720395
TSLA,2016-05-12,,-0.037762258504908115,-0.07680440535033846,26925005025.0,18.674719411092745,-26.481466935300652,-13.02008648382294,-5.404680527737598,-4.5712883628432515,6.330539203135151,27.74729614629547
TSLA,2016-05-13,,-0.03770768876718426,-0.0766934163252657,26963970300.000004,18.701745054234703,-26.519790331733795,-13.038928866578111,-5.412502062510012,-4.577903830806846,6.339700620216389,27.78745142291818
TSLA,2016-05-16,,-0.03758097065802906,-0.07643568520943429,27054889274.999996,18.764804888232604,-26.609211590077784,-13.082894426340173,-5.430752310312309,-4.5933399227218965,6.361077260072609,27.881147068371178
TSLA,2016-05-17,,-0.038251239619191066,-0.07779894077266143,26580811762.5,18.43599289667212,-26.142943600141233,-12.853645436152265,-5.335590303914614,-4.51285172916484,6.249613352250885,27.392591202794826
TSLA,2016-05-18,,-0.03707372099487309,-0.07540399350757833,27425059387.499996,19.021548498081202,-26.97328385619263,-13.261897062514295,-5.505056890650235,-4.656186868376037,6.448110722344365,28.262622196286962
TSLA,2016-05-19,,-0.03637600459139151,-0.07398491277474518,27951090600.0,19.38639468049763,-27.49064970804004,-13.5162692297091,-5.610647610077815,-4.745495685884552,6.571789852941073,28.804718430693605
TSLA,2016-05-20,,-0.03553389100348367,-0.07227214357296942,28613500275.0,19.845830613910913,-28.142147447403442,-13.836589736547003,-5.743613701208842,-4.857958641265645,6.727533943322112,29.48735813327975
TSLA,2016-05-23,,-0.03620775295128331,-0.07364270688772045,28080974850.0,19.47648015763749,-27.618394362817178,-13.579077172226336,-5.636719392652527,-4.767547245763198,6.602327909878532,28.93856935276932
TSLA,2016-05-24,,-0.03592526933486669,-0.07306816534706362,28301778075.0,19.62962546877525,-27.83556027593831,-13.685850674505636,-5.681041423029535,-4.8050348975568955,6.654242606672211,29.166115920298033
TSLA,2016-05-25,,-0.03564715932635452,-0.0725025192583113,28522581300.0,19.78277077991301,-28.052726189059445,-13.792624176784937,-5.725363453406544,-4.842522549350593,6.706157303465891,29.39366248782675
TSLA,2016-05-26,,-0.034776171426332526,-0.07073102278598473,29236944675.000004,20.278240904182233,-28.755321790333703,-14.138067860629734,-5.868758257567455,-4.963806128683145,6.8741166166219125,30.129842559243173
TSLA,2016-05-27,,-0.035095791024736395,-0.07138109495236566,28970681962.5,20.09356567604552,-28.49344524804057,-14.009311578469399,-5.8153111032892975,-4.918600430931921,6.811513599900122,29.85544816898796
TSLA,2016-05-31,,-0.03506435022650595,-0.07131714772284507,28996658812.5,20.111582771473493,-28.518994178995996,-14.021873166972846,-5.820525459804239,-4.92301074290765,6.817621211287614,29.8822183534031
TSLA,2016-06-01,,-0.03565527755894991,-0.07251903087736353,28516087087.499996,19.778266506056013,-28.046338956320586,-13.789483779659074,-5.724059864277808,-4.84141997135666,6.704630400619017,29.38696994172296
TSLA,2016-06-02,,-0.03575298555865473,-0.072717758525349,28438156537.5,19.724215219772102,-27.969692163454305,-13.751799014148734,-5.708416794732981,-4.828189035429474,6.686307566456542,29.30665938847753
TSLA,2016-06-03,,-0.03574482277656371,-0.07270115629737518,28444650750.0,19.728719493629093,-27.97607939619316,-13.754939411274595,-5.709720383861717,-4.829291613423406,6.687834469303415,29.313351934581316
TSLA,2016-06-06,,-0.03546948884489104,-0.07214115645276467,28665453975.0,19.881864804766856,-28.193245309314296,-13.861712913553896,-5.754042414238726,-4.866779265217104,6.739749166097095,29.540898502110032
TSLA,2016-06-07,,-0.03369105310121563,-0.0685240078722839,30178605487.5,20.93136061344621,-29.68147053746795,-14.59342544387969,-6.05777868123411,-5.123679937803326,7.095517529418487,31.100261744292098
TSLA,2016-06-08,,-0.03324040844190001,-0.06760744470966099,30587740875.0,21.215129866436765,-30.083866200015937,-14.791270462808983,-6.1399047963444495,-5.19314235142106,7.191712408771481,31.521892148830595
TSLA,2016-06-09,,-0.034131747059374114,-0.0694203323702863,29788952737.5,20.661104182026634,-29.298236573136535,-14.405001616327983,-5.979563333509977,-5.057525258167388,7.00390335860611,30.698708978064953
TSLA,2016-06-10,,-0.035777496289156545,-0.07276761073640385,28418673900.0,19.71070239820112,-27.950530465237733,-13.742377822771148,-5.704506027346775,-4.824881301447676,6.6817268579159235,29.286581750166174
TSLA,2016-06-13,,-0.03593351474898991,-0.07308493563977582,28295283862.5,19.625121194918258,-27.829173043199454,-13.682710277379774,-5.679737833900799,-4.803932319562963,6.652715703825338,29.159423374194247
TSLA,2016-06-14,,-0.03641831211010678,-0.07407096175447854,27918619537.5,19.363873311212668,-27.458713544345756,-13.500567244079791,-5.604129664434138,-4.739982795914891,6.564155338706708,28.771255700174677
TSLA,2016-06-15,,-0.03595827371643295,-0.07313529273828738,28275801225.0,19.611608373347277,-27.810011344982883,-13.673289086002189,-5.675827066514593,-4.800624585581167,6.648134995284719,29.13934573588289
TSLA,2016-06-16,,-0.035917027703911225,-0.07305140274891105,28308272287.500004,19.634129742632243,-27.84194750867717,-13.688991071631499,-5.6823450121582715,-4.806137475550829,6.655769509519085,29.172808466401822
TSLA,2016-06-17,,-0.03633379525675308,-0.07389906349094992,27983561662.500004,19.408916049782597,-27.522585871734325,-13.53197121533841,-5.617165555721494,-4.751008575854214,6.579424367175438,28.838181161212535
TSLA,2016-06-20,,-0.035630933946597415,-0.07246951856679637,28535569725.0,19.791779327626994,-28.065500654537157,-13.79890497103666,-5.727970631664014,-4.844727705338458,6.709211109159636,29.407047580034316
TSLA,2016-06-21,,-0.03564715932635452,-0.0725025192583113,28522581300.0,19.78277077991301,-28.052726189059445,-13.792624176784937,-5.725363453406544,-4.842522549350593,6.706157303465891,29.39366248782675
TSLA,2016-06-22,,-0.03980735412187873,-0.08096391166603185,25541737762.5,17.715309079553247,-25.120986361924132,-12.35118189601438,-5.127016043316925,-4.336439250135674,6.005308896751218,26.321783826189115
TSLA,2016-06-23,,-0.03985802539749212,-0.08106697163505683,25509266700.0,17.692787710268284,-25.08905019822985,-12.335479910385072,-5.120498097673248,-4.330926360166013,5.997674382516853,26.288321095670188
TSLA,2016-06-24,,-0.04052868852222341,-0.08243102888493482,25087142887.5,17.400009909563742,-24.673880070204152,-12.131354097204056,-5.035764804305438,-4.259258790560415,5.898425697470113,25.85330559892412
TSLA,2016-06-27,,-0.039426422503487546,-0.08018913739171575,25788517837.5,17.88647148611898,-25.363701206000695,-12.470516986797128,-5.176552430208877,-4.378337213905102,6.063331204932389,26.576100578132973
TSLA,2016-06-28,,-0.038791457819957645,-0.07889768696295918,26210641650.0,18.17924928682352,-25.77887133402639,-12.674642799978143,-5.2612857235766874,-4.4500047835107,6.162579889979129,27.01111607487904
TSLA,2016-06-29,,-0.037241275870920326,-0.07574478225083331,27301669350.0,18.935967294798335,-26.85192643415435,-13.202229517122921,-5.48028869720426,-4.635237886491324,6.41909956825378,28.135463820315035
TSLA,2016-06-30,,-0.03980586237743221,-0.058262435988420375,28280005325.0,8.71145507610046,-25.121927783354508,-17.163717634442015,-6.822756572873082,-5.476791678415558,6.190577217585615,11.220915228540798
TSLA,2016-07-01,,-0.03903364703338964,-0.05713217164130091,28839477875.0,8.883796627299809,-25.61892305744819,-17.50327304689918,-6.957733386844193,-5.585140830791183,6.313047421607562,11.442902246722008
TSLA,2016-07-05,,-0.03948964758284513,-0.057799603552998347,28506458500.0,8.78121237063353,-25.323092537154327,-17.301156729960393,-6.877390045194722,-5.520647287710454,6.240148490642117,11.31076711685224
TSLA,2016-07-06,,-0.039406782852547714,-0.057678317371609444,28566401987.5,8.79967753683346,-25.376342030807226,-17.337537667009375,-6.891851846691627,-5.532256125464985,6.253270298215897,11.334551440228799
TSLA,2016-07-07,,-0.03913306127681805,-0.057277680761017115,28766213612.5,8.861228090833228,-25.553840342983538,-17.45880745717265,-6.94005785168131,-5.570952251313423,6.297009656795164,11.41383251815066
TSLA,2016-07-08,,-0.038979633684173697,-0.057053114208217924,28879440200.0,8.896106738099762,-25.654422719883453,-17.527527004931837,-6.96737458784213,-5.592880055960871,6.321795293323416,11.458758462306381
TSLA,2016-07-11,,-0.03759245810822445,-0.05502275427198241,29945102200.0,9.224376359431858,-26.601080384823803,-18.174299219135964,-7.224473281120438,-5.799259393819206,6.5550718724128405,11.881590877889643
TSLA,2016-07-12,,-0.037617558792472104,-0.055059493257697066,29925121037.5,9.21822130403188,-26.58333055360617,-18.162172240119638,-7.219652680621469,-5.795389781234362,6.550697936554914,11.873662770097457
