Stock,Date,Open,Low,High,Close,Volume,MAVG_20,MAVG_200,EMA,MACD,MACD_EMA,REL_VOL,tweets_SentMean,tweets_WeightedSentMean,news_SentMean
TSLA,2019-01-02,306.1000061035156,298.79998779296875,315.1300048828125,310.1199951171875,11658648,342.41000000000014,312.43894999999986,333.4329084724505,-6.262203524306357,-2.606570182265518,0.38873500221799107,0.11590416666666666,6214.553332833341,0.0
TSLA,2019-01-03,307.0,297.3800048828125,309.3999938964844,300.3599853515625,6965184,339.5035000000001,312.3729499999999,330.28310766551874,-8.034446070549677,-3.69214535992235,-0.1178611224127236,0.009131250000000035,3189.2171647500018,0.0
TSLA,2019-01-04,306.0,302.7300109863281,318.0,317.69000244140625,7394116,337.40300000000013,312.4086499999999,329.08376407831554,-7.948944410604156,-4.543505170058712,-0.0512687211152889,0.07415000000000001,2367.445093428571,0.0
TSLA,2019-01-07,321.7200012207031,317.75079345703125,336.739990234375,334.9599914550781,7551225,335.9980000000001,312.5007999999999,329.64340559467104,-6.413705855634077,-4.9175453071737865,-0.0283714412333351,0.06538679245283018,26557.737061150947,0.0
TSLA,2019-01-08,341.9599914550781,327.0199890136719,344.010009765625,335.3500061035156,7008516,334.86700000000013,312.63204999999994,330.186890776135,-5.106681849914082,-4.9553726157218465,-0.0735455324988857,0.17732499999999998,2560.6083874999995,0.0
TSLA,2019-01-09,335.5,331.4700012207031,343.50250244140625,338.5299987792969,5432945,333.5360000000001,312.8169999999999,330.98147260698465,-3.7707891753930767,-4.718455927656092,-0.3203399766867642,0.29304705882352944,66787.48722694119,0.0
TSLA,2019-01-10,334.3999938964844,331.7900085449219,345.3900146484375,344.9700012207031,6056354,332.4465000000001,313.0209499999999,332.31371331108943,-2.167445466586571,-4.2082538354421875,-0.2100098635958851,0.05251499999999998,174888.69660124998,0.0
TSLA,2019-01-11,342.0899963378906,338.7699890136719,348.4100036621094,347.260009765625,5039052,331.4795000000001,313.3613499999999,333.7371691862316,-0.703886202632134,-3.5073803088801765,-0.3939789017297582,0.22404117647058827,23439.430066882353,0.0
TSLA,2019-01-14,342.3800048828125,334.0,342.5,334.3999938964844,5247284,329.36000000000007,313.74444999999986,333.8002959304004,-0.5750704104061128,-2.9209183291853638,-0.3392149863759472,0.07997021276595745,16070334.137658784,0.0
TSLA,2019-01-15,335.0,334.5,348.79998779296875,344.42999267578125,6056590,328.2960000000001,314.13594999999987,334.81264869893823,0.3325211109922179,-2.2702304411498475,-0.1939124099453018,0.12542941176470587,3370.443409941177,0.0
TSLA,2019-01-16,344.7799987792969,343.5,352.0,346.04998779296875,4691739,328.1775000000001,314.60379999999986,335.88287263237714,1.1690384439301624,-1.5823766641338457,-0.4287770958597395,0.229075,20069.48218066667,0.0
TSLA,2019-01-17,346.2099914550781,344.1499938964844,351.5,347.30999755859375,3676733,328.69150000000013,315.00269999999995,336.9711704769166,1.911619961660904,-0.8835773389748955,-0.6485794754115191,0.14814999999999998,2343.8129181000004,0.0
TSLA,2019-01-18,323.0,299.7301025390625,327.12969970703125,302.260009765625,24150763,327.1560000000001,315.07929999999993,333.66534471719916,-1.1221024335499692,-0.9312823578899102,1.1267763489657796,0.16161875,33333.29809617709,0.0
TSLA,2019-01-22,304.82000732421875,295.5,308.0,298.9200134277344,12066741,326.33300000000014,315.04529999999994,330.35626426793215,-3.7526017179180258,-1.4955462298955335,0.4138481426560861,0.13432727272727277,4696.681945254549,0.0
TSLA,2019-01-23,292.5,281.69000244140625,294.5,287.5899963378906,12529993,324.7240000000002,314.9867499999998,326.28328671859407,-6.674587176426486,-2.5313544192017243,0.4236293022320562,0.28978800000000005,3348.6899344000017,0.0
TSLA,2019-01-24,283.0299987792969,279.2831115722656,293.67999267578125,291.510009765625,8012155,324.5300000000001,314.99599999999987,322.9715451263388,-8.575121798902615,-3.7401078951419033,-0.0383681037872634,-0.009763157894736842,28050.580085789465,0.0
TSLA,2019-01-25,294.3900146484375,289.54998779296875,298.5195007324219,297.0400085449219,7258078,323.0775000000002,314.9576999999999,320.50187416192006,-9.52528286480333,-4.897142889074188,-0.1328859850035131,0.15884,16541.923968,0.0
TSLA,2019-01-28,292.9100036621094,287.75,297.4599914550781,296.3800048828125,6423279,322.0900000000001,314.9349499999999,318.2045528131611,-10.213810390834167,-5.9604763894261845,-0.2408564985080542,0.12625714285714285,-143050.83951005715,0.0
TSLA,2019-01-29,295.2699890136719,291.79998779296875,298.5566101074219,297.4599914550781,4621692,320.26950000000016,314.95184999999987,316.22888111666595,-10.550704488024166,-6.878522009145782,-0.5369538301857755,0.20212499999999997,82738.87843968751,0.0
TSLA,2019-01-30,300.45001220703125,298.489990234375,309.0,308.7699890136719,11250318,319.0680000000001,314.9939999999998,315.5185114865061,-9.792194684679316,-7.46125654425249,0.3218684080392493,0.13171176470588233,-132721.90168326467,0.0
TSLA,2019-01-31,301.0,294.0,311.5635986328125,307.0199890136719,12569245,318.9130000000001,315.0730499999998,314.709129440171,-9.225929799499283,-7.8141911953018495,0.4271548576425408,0.15412093023255816,71851.9457575814,0.0
TSLA,2019-02-01,305.4200134277344,303.5,316.1000061035156,312.2099914550781,7283441,319.5055000000001,315.19564999999983,314.4711171125353,-8.263119080057606,-7.903976772253,-0.1204351740031845,0.22573478260869567,213388.20153165216,0.0
TSLA,2019-02-04,312.9800109863281,301.8800048828125,315.29998779296875,312.8900146484375,7352082,319.2655000000002,315.2933499999998,314.3205345303889,-7.360368583887691,-7.795255134579941,-0.1107913290339015,0.28918125,1433625.3329807816,0.0
TSLA,2019-02-05,312.489990234375,312.2493896484375,322.44000244140625,321.3500061035156,6742765,318.5850000000002,315.3996999999998,314.99000743225736,-5.894334792885729,-7.4150710662411,-0.1923687225943801,-0.07927368421052632,-4424.501134263159,0.0
TSLA,2019-02-06,319.5899963378906,315.6239929199219,324.239990234375,317.2200012207031,5038546,317.6785000000002,315.5345999999998,315.2023876768045,-5.008019602685521,-6.933660773529985,-0.4716105789503211,0.08757272727272726,31414.54869854546,0.0
TSLA,2019-02-07,313.29998779296875,303.0,314.70001220703125,307.510009765625,6520611,316.12750000000017,315.6552999999998,314.469779326632,-5.0311285603633,-6.553154330896648,-0.2204653676830194,0.10565,4374.801678750001,0.0
TSLA,2019-02-08,306.8299865722656,298.5,307.44500732421875,305.79998779296875,5844212,314.1690000000002,315.7669999999999,313.6440860574283,-5.128309327017519,-6.268185330120825,-0.3286759833389797,0.09650714285714286,11371.618133785714,0.0
TSLA,2019-02-11,311.6000061035156,310.5,318.6000061035156,312.8399963378906,7129713,312.4480000000002,315.92774999999983,313.5675064329113,-4.584410391424285,-5.931430342381518,-0.1426501387437843,-0.044937777777777785,286485.0978621555,0.0
TSLA,2019-02-12,316.20001220703125,309.6199951171875,318.19000244140625,311.80999755859375,5517570,311.31850000000026,316.0593999999998,313.400124867872,-4.188199995794719,-5.582784273064156,-0.4006185509312394,0.07472500000000001,47457.6756585,0.0
TSLA,2019-02-13,312.3500061035156,305.57000732421875,312.75,308.1700134277344,5141617,309.50550000000027,316.1298499999998,312.9020177375982,-4.120420341036321,-5.290311486658591,-0.4667392575781027,-0.04154375000000001,25982.2743003125,0.0
TSLA,2019-02-14,303.3800048828125,301.0,306.7699890136719,303.7699890136719,5200832,307.3915000000003,316.1791999999997,312.03230176258836,-4.37135741663036,-5.1065206726529455,-0.4572460610923377,-0.08419500000000002,-51370.67461924999,0.0
TSLA,2019-02-15,304.5,303.8999938964844,308.0,307.8800048828125,3904947,305.4200000000002,316.2189999999997,311.63684445186544,-4.190281251837689,-4.923272788489894,-0.7452141710602959,0.1129909090909091,22196.08312227273,0.0
TSLA,2019-02-19,306.55999755859375,305.4700012207031,311.544189453125,305.6400146484375,4168443,305.58900000000017,316.24144999999976,311.0657164088303,-4.1793494274938885,-4.774488116290693,-0.5504418633476115,0.07465111111111113,-29748.219610444445,0.0
TSLA,2019-02-20,304.4100036621094,299.0,306.29998779296875,302.55999755859375,7142117,305.77100000000024,316.3319999999997,310.2556481794176,-4.368854699775568,-4.693361432987668,0.0151814098778522,-0.09319062500000001,10988.817472398436,0.0
TSLA,2019-02-21,301.80999755859375,290.5,303.2398986816406,291.2300109863281,8909182,305.95300000000026,316.31769999999983,308.4436816861391,-5.3713576370865335,-4.828960673807441,0.270454111427692,0.008146428571428563,6520.166085750002,0.0
TSLA,2019-02-22,294.489990234375,292.1000061035156,296.5,294.7099914550781,5740558,306.11300000000017,316.27739999999983,307.13571200174437,-5.817975520942923,-5.0267636432345375,-0.1522225784286555,0.23118500000000003,79395.50579525,0.0
TSLA,2019-02-25,297.9100036621094,297.00048828125,302.9043884277344,298.7699890136719,6626522,306.19950000000017,316.2613999999997,306.33897752538763,-5.777713458266419,-5.1769536062409145,-0.0040304993762509,0.08689111111111109,24260.426389488883,0.0
TSLA,2019-02-26,292.2200012207031,288.7701110839844,302.010009765625,297.8599853515625,8582535,306.2735000000002,316.2164499999998,305.5314558563028,-5.752918811328982,-5.292146647258528,0.2385216034008566,-0.10299473684210528,18333.513856144727,0.0
TSLA,2019-02-27,301.7799987792969,300.54998779296875,316.2950134277344,314.739990234375,11183908,307.1375000000002,316.2650499999998,306.40846006046473,-4.321379771258422,-5.097993272058506,0.4558841252087201,0.14531739130434784,-186245.09918469563,0.0
TSLA,2019-02-28,318.9200134277344,310.80999755859375,320.0,319.8800048828125,10520653,307.6930000000002,316.35914999999983,307.6914638642303,-2.740528617187352,-4.626500341084276,0.3999126709924092,0.09719787234042553,48093960.27256132,0.0
TSLA,2019-03-01,306.94000244140625,291.8999938964844,307.1300048828125,294.7900085449219,22911375,307.0815000000003,316.3732499999998,306.4627530200177,-3.472220406500412,-4.395644354167504,1.1060599062351335,-0.010266666666666641,-1554.6286370476141,0.0
TSLA,2019-03-04,298.1199951171875,282.7799987792969,299.0,285.3599853515625,17096818,305.7390000000002,316.3791499999998,304.4529670181108,-4.758164453209473,-4.4681483739758985,0.752131364787579,0.03396835443037974,1354100.5726720255,0.0
TSLA,2019-03-05,282.0,270.1000061035156,284.0,276.5400085449219,18764740,303.9215000000002,316.3294499999998,301.79458920686176,-6.415036119867352,-4.8575259231541885,0.7768033945474065,-0.03733617021276595,-23179.718879936172,0.0
TSLA,2019-03-06,276.4800109863281,274.3900146484375,281.50579833984375,276.239990234375,10335485,301.66600000000017,316.28794999999974,299.3608188062079,-7.663980746217987,-5.418816887766949,0.1598075800870813,0.12760000000000005,128194.5569291897,0.0
TSLA,2019-03-07,278.8399963378906,274.25,284.70001220703125,276.5899963378906,9442483,299.6345000000002,316.28679999999974,297.1921693960925,-8.527239576023135,-6.040501425418188,0.0447540153835163,0.05543783783783783,54126.49634327028,0.0
TSLA,2019-03-08,276.9100036621094,275.8900146484375,285.5899963378906,284.1400146484375,8819625,298.4660000000002,316.28504999999967,295.94910564408355,-8.504126242446432,-6.533226388823838,-0.0361407657441787,0.22715142857142864,268371.2609512857,0.0
TSLA,2019-03-11,283.5199890136719,280.5,291.2799987792969,290.9200134277344,7392278,297.7220000000001,316.3645999999997,295.4701432017898,-7.848249684940356,-6.796231048047142,-0.2211076884323924,0.14620724637681165,933958.022991326,0.0
