Ticker,Date,MAVG 20,MAVG 200,Buy,Sell,EMA,MACD,MACD-EMA,Relative Volume
AAPL,2015-12-04,,,False,False,29.76,0.0,0.0,
AAPL,2015-12-07,,,False,False,29.66025,-0.004262820512824561,-0.0023682336182358674,
AAPL,2015-12-08,,,False,False,29.62343880099917,-0.005741778848733503,-0.003750834122538177,
AAPL,2015-12-09,,,False,False,29.417480049875312,-0.029741724098752087,-0.012555336147000882,
AAPL,2015-12-10,,,False,False,29.326170838095976,-0.036983798022330205,-0.019822251269362056,
AAPL,2015-12-11,,,False,False,29.10969566407647,-0.0722849274257733,-0.03404255337611764,
AAPL,2015-12-14,,,False,False,28.922568710758956,-0.10183310622214847,-0.05119853381406376,
AAPL,2015-12-15,,,False,False,28.697413163970023,-0.14378863047104318,-0.07344967519788946,
AAPL,2015-12-16,,,False,False,28.559879899923263,-0.15973923592880368,-0.09338299181144889,
AAPL,2015-12-17,,,False,False,28.362623336886937,-0.19912065590657946,-0.1170743666317352,
AAPL,2015-12-18,,,False,False,28.09826727930731,-0.26420971418017913,-0.1492667399533644,
AAPL,2015-12-21,,,False,False,27.925493568153488,-0.2907573219920181,-0.1796529830893746,
AAPL,2015-12-22,,,False,False,27.779515584013307,-0.3077184952135248,-0.2067560948401491,
AAPL,2015-12-23,,,False,False,27.69996857414203,-0.29671244021699295,-0.22557502941083069,
AAPL,2015-12-24,,,False,False,27.615414269835185,-0.292934277039393,-0.23953816302515563,
AAPL,2015-12-28,,,False,False,27.506214281710086,-0.3051869626653385,-0.253048196591538,
AAPL,2015-12-29,,,False,False,27.468214087861156,-0.2810394133569609,-0.25877540521779807,
AAPL,2015-12-30,,,False,False,27.39541649644654,-0.28116364535210536,-0.2633351951170237,
AAPL,2015-12-31,,,False,False,27.275016323074603,-0.3105551594684819,-0.2729172803894346,
AAPL,2016-01-04,27.682499999999997,,False,False,27.172056259070754,-0.32815735212432884,-0.28409415533115956,0.4296178911037834
AAPL,2016-01-05,27.478499999999997,,False,False,27.01016585720065,-0.3814893042111329,-0.30375451996454816,0.239150171858419
AAPL,2016-01-06,27.258999999999993,,False,False,26.814189366602893,-0.4517720251522057,-0.33357808003406747,0.40317887561238597
AAPL,2016-01-07,26.986499999999996,,False,False,26.528010591828355,-0.5736173980758039,-0.38187101481311475,0.5227070614062629
AAPL,2016-01-08,26.752999999999997,,False,False,26.288412462750784,-0.6525443754872384,-0.43626254368081635,0.36182982964954163
AAPL,2016-01-11,26.5325,,False,False,26.116376260749117,-0.6791408646974624,-0.4850224174791329,-0.011807031302375369
AAPL,2016-01-12,26.367,,False,False,26.000515597927617,-0.6666079435308347,-0.5214496171450042,-0.0258917539169001
AAPL,2016-01-13,26.178500000000003,,False,False,25.832025671658485,-0.6944181283091062,-0.5561271645426444,0.21589025572084114
AAPL,2016-01-14,26.041500000000003,,False,False,25.735500562678283,-0.6701113575722424,-0.578968184105838,0.2177838424969276
AAPL,2016-01-15,25.8635,,False,False,25.588830723414855,-0.6866054108806452,-0.6005289931968658,0.4289456019359349
AAPL,2016-01-19,25.708999999999996,,False,False,25.445640407890714,-0.7002283040531303,-0.6204935703175037,0.012978399516601827
AAPL,2016-01-20,25.5935,,False,False,25.32142671912642,-0.699829785348296,-0.6363765430579807,0.34561403313965616
AAPL,2016-01-21,25.455500000000004,,False,False,25.197192675010836,-0.7009920097151188,-0.649309883237184,0.014203937509879042
AAPL,2016-01-22,25.383000000000003,,False,False,25.213290230405924,-0.5982763165597795,-0.6390966965255704,0.21489536354113756
AAPL,2016-01-25,25.2685,,False,False,25.17848527807182,-0.5482963867030044,-0.6209274216441736,-0.042314508769173274
AAPL,2016-01-26,25.168,,False,False,25.160958975383245,-0.4924121729049915,-0.5952139412695112,0.27358352530282826
AAPL,2016-01-27,25.001,,False,False,24.98463571865652,-0.5663572415399187,-0.5894407278087105,0.7589105977293001
AAPL,2016-01-28,24.818000000000005,,False,False,24.841621693175227,-0.6056093663320823,-0.5926752952551044,-0.1342373961264066
AAPL,2016-01-29,24.693500000000004,,False,False,24.79275855365365,-0.5671748183724574,-0.587574140410164,-0.018785229948528902
AAPL,2016-02-01,24.583000000000002,,False,False,24.726394968952647,-0.5480894947919595,-0.5796758989660675,-0.4719848200717044
AAPL,2016-02-02,24.447,,False,False,24.619064749632937,-0.5642913088780688,-0.5765985719015391,-0.540307813705156
AAPL,2016-02-03,24.3675,,False,False,24.567831458305935,-0.5344806756870177,-0.568174096814784,-0.32527735064258817
