Date,Stock,Open,Close,EMA,MACD_EMA,REL_VOL,SALES_GROWTH,NPM,tweets_SentMean,tweets_WeightedSentMean,news_SentMean
2019-01-02,TSLA,63.96799850463867,62.02399826049805,67.29166891185885,0.047756039922899,0.18141958354698204,1.2863460845820731,0.045574443141852286,0.0,0.0,0.0
2019-01-03,TSLA,64.62000274658203,60.071998596191406,67.2423673083664,-0.17802357767895918,0.2892011516839816,1.1975221462851504,0.019374481040686408,0.0,0.0,0.0
2019-01-04,TSLA,67.55799865722656,63.53799819946289,67.17737971314915,-0.3385322976723692,-0.1877617511329027,1.1975221462851504,0.019374481040686408,0.0036714285714285716,2754.749033142857,0.0
2019-01-07,TSLA,61.220001220703125,66.99199676513672,66.68658147955786,-0.521313986953993,0.3884866502777651,1.1975221462851504,0.019374481040686408,0.09467464788732395,5115.310178704227,0.0
2019-01-08,TSLA,61.400001525878906,67.06999969482422,66.05662120494519,-0.738429058157301,-0.11811159950041004,1.1975221462851504,0.019374481040686408,0.21725,77858.36208435714,0.0
2019-01-09,TSLA,61.20000076293945,67.70600128173828,65.81675234727803,-0.9087010688043676,-0.05152091619886775,1.1975221462851504,0.019374481040686408,-0.16312142857142858,7574.239481714284,0.0
2019-01-10,TSLA,64.34400177001953,68.99400329589844,65.92868038707502,-0.983509173218444,-0.028624160582058075,1.1975221462851504,0.019374481040686408,0.10830799999999996,8460.145692640002,0.0
2019-01-11,TSLA,68.39199829101562,69.4520034790039,66.03737746400432,-0.9910746786694464,-0.07380579337825054,1.1975221462851504,0.019374481040686408,0.17732499999999998,2560.6083875,0.0
2019-01-14,TSLA,67.0999984741211,66.87999725341797,66.19629401807528,-0.9436913359916854,-0.32060229000920604,1.1975221462851504,0.019374481040686408,0.18223703703703703,93178.36159296294,0.0
2019-01-15,TSLA,66.87999725341797,68.88600158691406,66.46274252072675,-0.84165084968145,-0.2102726199165376,1.1975221462851504,0.019374481040686408,0.030090909090909078,28963745.67376032,0.0
