Date,Stock,Open,Close,EMA,MACD_EMA,REL_VOL,SALES_GROWTH,NPM,tweets_SentMean,tweets_WeightedSentMean,news_SentMean
2019-01-02,TSLA,65.41000366210938,62.02399826049805,67.29166891185885,0.047756039922899,0.18141958354698204,1.2863460845820731,0.045574443141852286,0.0,0.0,0.0
2019-01-03,TSLA,63.47999954223633,60.071998596191406,67.2423673083664,-0.17802357767895918,0.2892011516839816,1.2863460845820731,0.045574443141852286,0.0,0.0,0.0
2019-01-04,TSLA,62.70000076293945,63.53799819946289,67.17737971314915,-0.3385322976723692,-0.1877617511329027,1.2863460845820731,0.045574443141852286,0.0,0.0,0.0
2019-01-07,TSLA,60.0,66.99199676513672,66.68658147955786,-0.521313986953993,0.3884866502777651,1.1975221462851504,0.019374481040686408,0.0,0.0,0.0
2019-01-08,TSLA,63.96799850463867,67.06999969482422,66.05662120494519,-0.738429058157301,-0.11811159950041004,1.1975221462851504,0.019374481040686408,0.0036714285714285716,2754.749033142857,0.0
2019-01-09,TSLA,64.62000274658203,67.70600128173828,65.81675234727803,-0.9087010688043676,-0.05152091619886775,1.1975221462851504,0.019374481040686408,0.1350658536585366,6805.25162790244,0.0
2019-01-10,TSLA,67.55799865722656,68.99400329589844,65.92868038707502,-0.983509173218444,-0.028624160582058075,1.1975221462851504,0.019374481040686408,0.00913125,3189.2171647500027,0.0
2019-01-11,TSLA,61.220001220703125,69.4520034790039,66.03737746400432,-0.9910746786694464,-0.07380579337825054,1.1975221462851504,0.019374481040686408,0.07415000000000001,2367.445093428572,0.0
2019-01-14,TSLA,61.400001525878906,66.87999725341797,66.19629401807528,-0.9436913359916854,-0.32060229000920604,1.1975221462851504,0.019374481040686408,0.06538679245283016,26557.73706115094,0.0
2019-01-15,TSLA,61.20000076293945,68.88600158691406,66.46274252072675,-0.84165084968145,-0.2102726199165376,1.1975221462851504,0.019374481040686408,0.17732499999999998,2560.6083875,0.0
2019-01-16,TSLA,64.34400177001953,69.20999908447266,66.74743404056424,-0.7014760375861271,-0.3942416367790311,1.1975221462851504,0.019374481040686408,0.2930470588235294,66787.48722694119,0.0
2019-01-17,TSLA,68.39199829101562,69.46199798583984,66.76005910845514,-0.5841836154512418,-0.3394814990952614,1.1975221462851504,0.019374481040686408,0.05251499999999999,174888.69660124998,0.0
2019-01-18,TSLA,67.0999984741211,60.45199966430664,66.96252982069024,-0.4540459945082577,-0.19413794939572204,1.1975221462851504,0.019374481040686408,0.22404117647058822,23439.430066882353,0.0
2019-01-22,TSLA,66.87999725341797,59.784000396728516,67.17657451247993,-0.3164752274365226,-0.4290073034956197,1.1975221462851504,0.019374481040686408,0.0920453125,11802546.906373937,0.0
2019-01-23,TSLA,68.41799926757812,57.518001556396484,67.39423389089595,-0.17671538896461458,-0.6487441883019331,1.1975221462851504,0.019374481040686408,0.229075,20069.48218066667,0.0
2019-01-24,TSLA,68.47599792480469,58.301998138427734,66.73306872645665,-0.1862564152767317,1.126628340987132,1.1975221462851504,0.019374481040686408,0.14814999999999998,2343.8129181000004,0.0
2019-01-25,TSLA,67.0,59.40800094604492,66.07125269505197,-0.2991091969425081,0.41381197824363775,1.1975221462851504,0.019374481040686408,0.16161875,33333.29809617709,0.0
2019-01-28,TSLA,68.95600128173828,59.2760009765625,65.25665734851113,-0.5062708137300447,0.4235941326685853,1.1975221462851504,0.019374481040686408,0.2098558823529412,2226.4411451764704,0.0
2019-01-29,TSLA,69.24199676513672,59.492000579833984,64.59430885231107,-0.7480215258786536,-0.03840275540027992,1.1975221462851504,0.019374481040686408,0.012042857142857133,8696.119431095236,0.0
2019-01-30,TSLA,64.5999984741211,61.75400161743164,64.10037476599891,-0.9794285199029756,-0.13292082776408615,1.1975221462851504,0.019374481040686408,0.289788,3348.689934400001,0.0
2019-01-31,TSLA,60.9640007019043,61.40399932861328,63.640910595575455,-1.1920952014906092,-0.2408563149681738,1.1975221462851504,0.019374481040686408,-0.009763157894736836,28050.580085789472,0.0
2019-02-01,TSLA,58.5,62.44200134277344,63.24577630836125,-1.3757043058245244,-0.5369535898846436,1.1975221462851504,0.019374481040686408,0.15883999999999998,16541.923967999996,0.0
2019-02-04,TSLA,56.60599899291992,62.577999114990234,63.10370252827249,-1.4922511772218718,0.3218684080392493,1.1975221462851504,0.019374481040686408,0.12625714285714287,-143050.83951005718,0.0
