Stock,Date,MAVG_20,MAVG_200,EMA,MACD,MACD_EMA,REL_VOL
TSLA,2019-03-06,301.66600000000017,316.28794999999974,299.3608188062079,-7.663980746217987,-5.418816887766949,0.1598075800870813
TSLA,2019-03-07,299.6345000000002,316.28679999999974,297.19216939609254,-8.527239576023135,-6.040501425418187,0.0447540153835163
TSLA,2019-03-08,298.4660000000002,316.2850499999997,295.94910564408355,-8.504126242446432,-6.533226388823837,-0.0361407657441787
TSLA,2019-03-11,297.7220000000001,316.3645999999997,295.4701432017898,-7.848249684940356,-6.796231048047141,-0.2211076884323924
TSLA,2019-03-12,296.24800000000016,316.3860499999997,294.31679623019073,-7.848024465355934,-7.0065897315089,-0.208125031261024
TSLA,2019-03-13,295.1055000000001,316.44159999999977,293.8066251606487,-7.311688188336291,-7.067609422874377,-0.307255320375015
TSLA,2019-03-14,294.1950000000001,316.4971499999997,293.4402799072536,-6.728385541807143,-6.999764646660931,-0.2846363175883792
TSLA,2019-03-15,292.77800000000013,316.45549999999974,291.7250151541817,-7.353793604504233,-7.070570438229591,0.4028493782135982
TSLA,2019-03-18,290.85850000000016,316.34434999999974,289.60739466330705,-8.23382791450905,-7.303221933485482,0.0065677506431356
TSLA,2019-03-19,288.95000000000016,316.2580499999997,287.4990713620396,-8.990620289406706,-7.640701604669728,0.1089399906634843
TSLA,2019-03-20,287.5020000000001,316.1669499999997,286.1753502799405,-8.992088728007616,-7.910979029337307,-0.4256618090191023
TSLA,2019-03-21,286.6415000000002,316.0533499999997,285.01769787232706,-8.857260994969295,-8.100235422463706,-0.5613613719513764
TSLA,2019-03-22,285.13250000000016,315.9203499999997,283.066488551153,-9.40772632095451,-8.361733602161866,-0.1900233287511911
TSLA,2019-03-25,283.21500000000015,315.62494999999967,280.90968011770974,-10.059655264989487,-8.70131793472739,-0.0515400334016575
TSLA,2019-03-26,281.7105000000002,315.3833499999997,279.6582820112611,-9.869461072847855,-8.934946562351483,-0.3748324958759811
TSLA,2019-03-27,279.7150000000002,315.1691999999997,279.19844562923623,-9.044785155119657,-8.956914280905117,-0.1859627462914199
TSLA,2019-03-28,277.65200000000016,314.9017999999997,279.14335556930894,-7.993260887336532,-8.7641836021914,-0.4273657084023067
TSLA,2019-03-29,276.9055000000002,314.58724999999976,279.21160741985096,-6.979408416713852,-8.40722856509589,-0.4653952141321993
TSLA,2019-04-01,277.0965000000002,314.30924999999974,280.16097814177,-5.362066356657579,-7.7981961234082275,-0.1143230553754463
TSLA,2019-04-02,277.5635000000002,313.9500499999997,280.70564689017283,-4.297059712940268,-7.097968841314636,-0.430702011543966
TSLA,2019-04-03,278.3420000000002,313.6182499999997,281.763204329204,-2.940635023853531,-6.266502077822415,-0.0465923227712217
TSLA,2019-04-04,277.9015000000002,313.1029999999997,280.43147058356544,-3.7613206944766375,-5.76546580115326,0.9666792746687222
TSLA,2019-04-05,277.4425000000002,312.7150499999997,279.9103781470354,-3.788680457006649,-5.3701087323239385,0.3451114894069458
TSLA,2019-04-08,276.5565000000002,312.26994999999965,279.27129451398434,-3.907339183122304,-5.077554822483612,0.1038135814219767
TSLA,2019-04-09,276.00400000000025,311.8939499999996,278.6083140840811,-4.026774490668629,-4.867398756120616,-0.4547992805134927
TSLA,2019-04-10,275.35900000000026,311.6060999999996,278.3656175046448,-3.7753146946984657,-4.648981943836186,-0.276963553311764
TSLA,2019-04-11,274.28200000000027,311.28314999999964,277.41841583753575,-4.144737194201809,-4.548132993909311,0.0397306083754731
TSLA,2019-04-12,273.8955000000002,310.9116499999996,276.4928524244371,-4.444373201569988,-4.527381035441446,-0.2939034149555771
TSLA,2019-04-15,273.74000000000024,310.5210499999996,275.52972362210977,-4.7337817748445445,-4.5686611833220665,0.1044490588826946
TSLA,2019-04-16,274.0345000000002,310.1381999999996,275.32308327714696,-4.349771035681442,-4.524883153793942,-0.1920410207723009
TSLA,2019-04-17,273.91600000000017,309.7795999999996,274.9332658221806,-4.169252410572142,-4.453757005149583,-0.5316128437299709
TSLA,2019-04-18,273.87800000000016,309.47054999999966,274.7739071724491,-3.8183702694134354,-4.326679658002353,-0.3947028202090442
TSLA,2019-04-22,273.78900000000016,309.2299999999996,273.62877315602543,-4.338352976252452,-4.329014321652373,0.3121442862169822
TSLA,2019-04-23,273.96300000000014,309.00369999999964,272.7022233316421,-4.604569023192596,-4.384125261960418,0.2030155811384358
TSLA,2019-04-24,273.50750000000016,308.75249999999966,271.3648687286285,-5.178674826082499,-4.543035174784834,0.1650835269054296
TSLA,2019-04-25,272.1475000000001,308.3980999999996,269.10440504018766,-6.449342622343693,-4.924296664296606,0.8064837430510238
TSLA,2019-04-26,269.9735000000002,307.9614499999996,265.869699798265,-8.367736563880896,-5.612984644213465,0.7533468444965504
TSLA,2019-04-29,268.0540000000002,307.5739999999996,263.5459188650969,-9.270435674047404,-6.344474850180254,0.412641926236321
TSLA,2019-04-30,265.5295000000002,307.18389999999965,261.17868849699244,-10.093798957805234,-7.09433967170525,-0.1621777316814331
TSLA,2019-05-01,262.9360000000002,306.75959999999964,258.5911943544217,-10.997188437011118,-7.874909424766424,-0.062282816697108
TSLA,2019-05-02,260.55050000000017,306.42959999999965,257.2110806063816,-10.77474784736782,-8.454877109286704,0.4223276695071952
TSLA,2019-05-03,259.9130000000002,306.0912999999996,257.003358643869,-9.605773050958277,-8.685056297621019,0.6889651567202562
TSLA,2019-05-06,258.9320000000002,305.7487499999996,256.8449435349291,-8.555712762592492,-8.659187590615314,-0.0848137326108612
TSLA,2019-05-07,257.6250000000002,305.38289999999955,255.9130441506501,-8.296027775834432,-8.586555627659138,-0.1506707076755872
TSLA,2019-05-08,256.2515000000002,305.03919999999954,254.8584685172549,-8.175123267395463,-8.504269155606403,-0.6467302787009803
TSLA,2019-05-09,254.54750000000016,304.7330999999996,253.63194770608771,-8.215381863148565,-8.446491697114835,-0.5621736146342385
TSLA,2019-05-10,253.1025000000002,304.4435499999996,252.28795268646036,-8.349540228901361,-8.42710140347214,-0.506806599863147
TSLA,2019-05-13,251.0680000000002,304.0348999999996,249.88052862108316,-9.3574473219646,-8.613170587170632,-0.0885591227559169
TSLA,2019-05-14,249.36450000000025,303.6631999999996,248.20714494288472,-9.617688522263649,-8.814074174189235,-0.4781704921089004
TSLA,2019-05-15,247.29400000000024,303.3370499999995,246.6588454245147,-9.740695861275412,-8.99939851160647,-0.4722754094623186
TSLA,2019-05-16,245.14900000000023,303.02784999999955,244.91324109837043,-10.014838980314863,-9.202486605348149,-0.4569490755890121
TSLA,2019-05-17,242.03750000000025,302.5922999999996,241.6862657556685,-11.495551236193336,-9.661099531517188,0.3596655913523956
TSLA,2019-05-20,239.1680000000002,302.1148999999996,238.22662139798575,-12.976957690385348,-10.32427116329082,0.4697238309169327
TSLA,2019-05-21,236.22700000000023,301.3925999999996,235.0698003124633,-14.012054397340393,-11.061827810100736,0.3114410826187884
TSLA,2019-05-22,232.93050000000025,300.6153999999996,231.03743837794295,-15.648531254384691,-11.979168498957527,0.3188557008256691
TSLA,2019-05-23,230.3235000000002,299.8828999999996,227.65196805623413,-16.532169461421034,-12.889768691450234,0.6528496444679148
TSLA,2019-05-24,228.09800000000016,298.9381999999996,224.12606633659283,-17.423770114096413,-13.79656897597947,0.0529037020956192
TSLA,2019-05-28,225.45950000000016,298.0299999999996,220.7521552569173,-18.077716265176832,-14.652798433818944,-0.2383063535237908
TSLA,2019-05-29,223.01800000000017,297.21704999999963,217.81004523244897,-18.291517765138167,-15.380542300082787,-0.10001333260838
TSLA,2019-05-30,220.72850000000017,296.38069999999965,214.99194568650145,-18.38140192875281,-15.980714225816794,-0.500391767214591
TSLA,2019-05-31,217.7815000000001,295.52444999999966,212.15080800207272,-18.48645189251033,-16.481861759155503,-0.1980554998670988
TSLA,2019-06-03,213.97850000000017,294.6810999999996,208.9907310494944,-18.85187335251902,-16.955864077828206,0.0712575932944858
TSLA,2019-06-04,210.89150000000015,293.95564999999965,207.52494714001872,-17.75627052657248,-17.115945367577062,0.1154529170769192
TSLA,2019-06-05,208.36800000000017,293.2613499999996,206.48352360287407,-16.457023064345947,-16.98416090693084,0.0800886287819746
TSLA,2019-06-06,206.42350000000016,292.7635999999996,206.4327118311718,-14.504883051897394,-16.48830533592415,0.4295072649966517
TSLA,2019-06-07,204.5495000000001,292.2438999999996,206.24864403772688,-12.925800329302009,-15.77580433459972,0.1598881648547646
TSLA,2019-06-10,203.21750000000011,291.69879999999955,206.88020174841955,-10.872834659698723,-14.795210399619522,-0.266510039146859
TSLA,2019-06-11,202.7220000000001,291.1760999999996,207.8535158676177,-8.803840648930588,-13.596936449481737,-0.1732995118948673
TSLA,2019-06-12,201.5695000000001,290.6218999999996,207.98746673736835,-7.707918382386111,-12.419132836062612,0.0639631464220896
TSLA,2019-06-13,200.66750000000016,290.0773499999996,208.55151752428569,-6.39051012931148,-11.213408294712387,-0.5599617591658022
TSLA,2019-06-14,199.99700000000016,289.55559999999963,209.15803966482983,-5.204956539246666,-10.011717943619244,-0.6540647124848603
TSLA,2019-06-17,200.69700000000012,289.1214499999996,210.66965493484605,-3.410292540885848,-8.691432863072565,-0.1297689797986613
TSLA,2019-06-18,201.6660000000001,288.7200999999996,212.009687798194,-1.988486929168488,-7.35084367629175,-0.07316829348281
TSLA,2019-06-19,202.7335000000001,288.3364999999996,213.38305086503271,-0.7170610290576178,-6.024087146844924,-0.6861960790768269
TSLA,2019-06-20,204.07800000000012,287.9262999999996,213.97704602074387,-0.2560058534257052,-4.87047088816108,-0.0695591735063636
TSLA,2019-06-21,205.39650000000012,287.5908499999996,214.72780354257776,0.286826615840539,-3.839011387360756,-0.3637807590279918
TSLA,2019-06-24,207.04700000000017,287.3053499999996,215.57658415757035,0.8508483326064606,-2.901039443367313,-0.6826549200940102
TSLA,2019-06-25,208.6000000000002,286.99939999999964,215.97500471399215,0.9735337422367536,-2.1261248062464992,-0.592022293184535
TSLA,2019-06-26,210.0705000000002,286.77954999999963,216.2888137888501,1.0194720689586632,-1.4970054312054666,-0.2572203898016723
TSLA,2019-06-27,211.8015000000002,286.4662499999996,216.9127362851501,1.328632044949103,-0.9318779359745528,-0.5440646688581694
TSLA,2019-06-28,213.71650000000025,286.1863499999996,217.5362852103739,1.6051689828909446,-0.4244685522014531,-0.4500352704438385
TSLA,2019-07-01,216.12650000000025,285.8694999999996,218.4537818570049,2.0994908689376928,0.0803233320263762,-0.2430811822784988
TSLA,2019-07-02,217.6740000000002,285.5449499999996,219.03437406109973,2.253851425026369,0.5150289506263749,-0.1043554519428129
TSLA,2019-07-03,219.58950000000016,285.2434499999996,220.54538605528072,3.1747452917620365,1.046972218853507,0.3200152239943823
TSLA,2019-07-05,220.9470000000002,284.9347499999996,221.7410635738254,3.716474158386745,1.580872606760155,-0.3120304450308784
TSLA,2019-07-08,222.2390000000002,284.6616499999996,222.5600099001277,3.8783816845640615,2.0403744223209364,-0.4417821691736031
TSLA,2019-07-09,223.09800000000024,284.3168499999996,223.2742946715441,3.938698046274965,2.4200391471117424,-0.3660465140351077
TSLA,2019-07-10,224.18900000000025,284.0197999999996,224.7643618456828,4.64784963398256,2.865601244485906,0.0383182896213723
TSLA,2019-07-11,225.65600000000023,283.7172999999996,226.08204166990348,5.124958716841945,3.317472738957114,-0.1135186299190424
TSLA,2019-07-12,227.2145000000002,283.4442999999996,227.89137103467456,5.957281118320424,3.845434414829776,0.0828056305915109
TSLA,2019-07-15,229.14350000000024,283.20684999999963,230.3302880789913,7.213177232090402,4.518982978281902,0.2406142408026144
TSLA,2019-07-16,230.51100000000025,282.9208499999996,232.43026064289683,8.025595244507457,5.220305431527013,-0.0350019839376116
TSLA,2019-07-17,232.01700000000025,282.6575499999996,234.5664262959543,8.768480066264289,5.929940358474469,0.163232829271809
TSLA,2019-07-18,233.37250000000023,282.6013999999996,236.3734333153872,9.1452874899625,6.5730097847720765,-0.5433731686223816
TSLA,2019-07-19,235.30050000000023,282.33879999999965,238.45024919011223,9.706429631150968,7.199693754047857,-0.1219781723239469
TSLA,2019-07-22,236.99150000000023,282.11209999999966,240.09117783867296,9.836026127738537,7.726960228785992,-0.1430657676133805
TSLA,2019-07-23,238.81800000000027,281.93894999999964,242.0034466159422,10.18364701677163,8.21829758638312,-0.4475376591712045
TSLA,2019-07-24,241.07400000000024,281.8541999999996,244.1821659858525,10.715673103429763,8.717772689792449,0.3122634576949206
TSLA,2019-07-25,241.5515000000002,281.6885499999996,242.7191025586285,8.13380552912011,8.60097925765798,0.9352957689248292
TSLA,2019-07-26,241.8115000000002,281.57594999999964,241.32109279114,5.956059645782176,8.07199533528282,0.1100279369544155
TSLA,2019-07-29,242.42700000000025,281.4407999999996,240.79241728722192,4.798611336662304,7.417318535558716,0.0184254259004469
TSLA,2019-07-30,243.18150000000023,281.3676999999996,240.93218706939123,4.354814384085017,6.804817705263977,-0.1150305905420434
TSLA,2019-07-31,244.0345000000002,281.31459999999964,240.99674068183015,3.905630852759998,6.224980334763181,0.0092701347042175
TSLA,2019-08-01,243.98200000000023,281.1899499999996,240.3160987121321,2.8901664808927023,5.558017563989086,-0.0629819043417896
TSLA,2019-08-02,244.04400000000024,281.06369999999964,239.74694645383377,2.100726685487899,4.866559388288849,-0.3547957247367911
TSLA,2019-08-05,243.9430000000002,280.82234999999963,238.65866583918296,0.9780518978004976,4.0888578901911785,-0.2256428797522688
TSLA,2019-08-06,243.9775000000002,280.6171999999996,237.90545956878455,0.2811636522015988,3.3273190425932624,-0.4556709226027167
TSLA,2019-08-07,243.70250000000016,280.46474999999964,237.47827294318603,-0.0550441032072512,2.65084641343316,-0.5831082106199218
TSLA,2019-08-08,243.68750000000017,280.35624999999965,237.5565326628826,0.0714602947282685,2.1349691896921814,-0.4707954823802991
TSLA,2019-08-09,243.1840000000002,280.22654999999963,237.3140057426081,-0.0926910777692739,1.6894371361998903,-0.7412322531940744
TSLA,2019-08-12,241.95950000000025,279.9008999999997,236.52314805283584,-0.698875872999281,1.211774534360056,-0.522397595572096
TSLA,2019-08-13,241.0905000000002,279.63339999999965,236.37808633351816,-0.6880078251253678,0.8318180624629711,-0.4624509690609605
TSLA,2019-08-14,239.32850000000025,279.1571999999997,234.7820781112783,-1.8985470146813557,0.2857450470341057,0.2181352512853687
TSLA,2019-08-15,237.43350000000024,278.5808999999997,232.95902305306132,-3.1428321687245955,-0.3999703961176348,0.037631849099541
TSLA,2019-08-16,235.5215000000002,278.0063499999997,231.71911609562693,-3.7388637604254313,-1.0677490689791944,-0.3997041038702655
TSLA,2019-08-19,234.07900000000015,277.4909999999997,231.25348599128148,-3.613602315058017,-1.5769197181949592,-0.3703462555775293
TSLA,2019-08-20,232.36350000000016,276.9336999999997,230.73982065877848,-3.5516612702253383,-1.9718680286010355,-0.616892704447843
TSLA,2019-08-21,230.16100000000012,276.3164499999997,229.79602821508527,-3.863910750539048,-2.3502765729886383,0.0410618085437721
TSLA,2019-08-22,229.82750000000016,275.6951499999997,229.06783505174383,-3.959218340522256,-2.672064926495362,-0.0194421534952769
TSLA,2019-08-23,228.9955000000001,275.0451499999997,227.3851840944349,-4.846320089477501,-3.1069159590917903,0.2555122003803095
TSLA,2019-08-26,227.9570000000001,274.4148499999997,226.20564275210776,-5.1989346211150576,-3.5253196914964446,-0.2368841125205942
TSLA,2019-08-27,226.5480000000001,273.7444499999997,225.0508196328594,-5.489342762755712,-3.918124305748299,-0.1459996499905851
TSLA,2019-08-28,225.24700000000013,273.06539999999967,224.14978919163477,-5.533858055918557,-4.241271055782351,-0.6156537242700418
TSLA,2019-08-29,224.6400000000001,272.42139999999966,223.91742831624092,-5.017465672431683,-4.396509979112217,-0.1158988491891176
TSLA,2019-08-30,224.20350000000008,271.8930499999997,224.0786256194561,-4.2445945381051615,-4.366126890910806,0.4446138190471099
TSLA,2019-09-03,224.0380000000001,271.3244499999997,224.16732794141265,-3.638560520748456,-4.220613616878336,-0.0956418671590514
TSLA,2019-09-04,223.5345000000001,270.70784999999967,223.8352014708019,-3.467695572440448,-4.070030007990758,-0.0240622387991173
TSLA,2019-09-05,223.3425000000001,270.1135499999997,224.3823251402493,-2.584337614963374,-3.7728915293852814,0.2037256156304623
TSLA,2019-09-06,222.8000000000001,269.47924999999964,224.67448465070177,-2.032711436142705,-3.424855510736766,-0.3555283375361651
TSLA,2019-09-09,222.63900000000007,268.8708499999997,225.3521527792064,-1.231150054603546,-2.9861144195101224,-0.2264443711639138
TSLA,2019-09-10,222.96550000000008,268.31109999999967,226.32242394309148,-0.289970624000432,-2.446885660408185,-0.2115424433576041
TSLA,2019-09-11,223.5705000000001,267.8556499999997,228.30124071041607,1.3728904184834505,-1.6829304446298574,0.467267295967054
TSLA,2019-09-12,224.8830000000001,267.45584999999966,229.97445588085264,2.5619366435807365,-0.8339570269877384,0.3178120279970218
TSLA,2019-09-13,226.36100000000005,266.95184999999964,231.42450770172377,3.410882413744389,0.0150108611586873,-0.1385318702554777
TSLA,2019-09-16,227.5045000000001,266.44629999999967,232.5088403015596,3.846485140638976,0.7813057170547453,-0.2512493307162018
TSLA,2019-09-17,228.4025000000001,265.9308999999996,233.67847455855392,4.301883457828353,1.4854212652094672,-0.4407570680537123
TSLA,2019-09-18,229.2840000000001,265.44249999999965,234.6129055529774,4.505948994568399,2.089526811081254,-0.3652327728595234
TSLA,2019-09-19,230.57250000000013,264.92309999999964,235.75453359555095,4.862570722845447,2.644135593434093,-0.2001880545281025
TSLA,2019-09-20,231.49600000000012,264.3337499999996,236.21791134835564,4.60952426240334,3.037213327227943,0.0827581677889329
TSLA,2019-09-23,232.98750000000013,263.74139999999966,236.6952531247027,4.407399266189088,3.3112505150201725,-0.261694982404841
TSLA,2019-09-24,233.3980000000001,263.04214999999965,235.4109433033024,2.7613195766629417,3.201264327348727,0.759744057265437
TSLA,2019-09-25,234.12900000000013,262.39579999999967,234.77180584584505,1.8781366908329176,2.936638800045565,0.4140500817466994
TSLA,2019-09-26,235.47750000000013,261.78284999999966,235.5135386224312,2.270422045913847,2.803395449219222,0.5785211276457026
TSLA,2019-09-27,236.49850000000012,261.1596999999996,236.1436778012473,2.5175923720209425,2.746234833779566,0.4681263668221491
TSLA,2019-09-30,237.26150000000013,260.53104999999965,236.593803724938,2.582041005044829,2.713396068032619,-0.1437462921756976
TSLA,2019-10-01,238.2455000000001,259.87054999999964,237.36487003684869,2.9078393243080427,2.752284719287704,-0.1027073056958354
TSLA,2019-10-02,239.3680000000001,259.2576499999996,237.9139300333393,3.005512203225834,2.8029302160753304,-0.1918986745426533
TSLA,2019-10-03,239.5405000000001,258.68069999999966,237.448793839688,2.242087681543495,2.690761709168964,0.738591362710649
TSLA,2019-10-04,239.7395000000001,258.15269999999964,236.8755753787653,1.4907768718887553,2.450764741712922,0.0776810000567485
TSLA,2019-10-07,240.03600000000012,257.67644999999965,236.9559967712638,1.386920518206125,2.237995897011563,0.0644938803840278
TSLA,2019-10-08,240.26150000000013,257.29979999999966,237.2506637454292,1.475615163973771,2.0855197504040044,0.1130890329860677
TSLA,2019-10-09,240.13300000000007,256.9235999999997,237.94393386491217,1.8856680612107937,2.045549412565362,-0.0964948930584826
TSLA,2019-10-10,240.07650000000007,256.67034999999964,238.59117825873008,2.202197618177621,2.076879053687814,-0.1740613641814142
TSLA,2019-10-11,240.21100000000013,256.2793499999997,239.4767803293272,2.676376642944461,2.196778571539144,0.104287396019941
TSLA,2019-10-14,240.9185000000001,255.9834999999997,241.14184886939128,3.740917170691176,2.5056062913695505,0.2547632889066336
TSLA,2019-10-15,241.5735000000001,255.6035999999997,242.73691088183023,4.606515394188591,2.925788111933359,-0.2228033616318608
TSLA,2019-10-16,242.38650000000013,255.23834999999968,244.35720508356067,5.38057080696646,3.4167446509399797,-0.1999977736541876
TSLA,2019-10-17,243.15500000000011,254.9975999999997,246.0346141232216,6.102801448807014,3.9539560105133855,-0.5373674899090878
TSLA,2019-10-18,243.97150000000016,254.78054999999964,247.0741746829148,6.198648231459259,4.402894454702562,-0.3467002336795505
TSLA,2019-10-21,244.58500000000015,254.45959999999965,247.68615804644668,5.9278883234921125,4.707893228460472,-0.4865482786042877
TSLA,2019-10-22,246.20350000000016,254.06269999999964,248.43795251821368,5.814126135500828,4.929139809868544,-0.521713578202648
TSLA,2019-10-23,247.5025000000002,253.65934999999965,249.03243323076475,5.586943496641567,5.060700547223149,-0.360365356598658
TSLA,2019-10-24,250.3585000000002,253.4650999999997,253.85601101831097,8.935026118656225,5.835565661509765,1.259405660105364
TSLA,2019-10-25,254.65850000000017,253.38089999999963,260.9297242546623,13.725859784124566,7.4136244860327265,1.1628262618125471
TSLA,2019-10-28,259.0005000000002,253.28314999999964,267.28975051612304,17.289437615655345,9.388787111957251,0.632060999872459
TSLA,2019-10-29,262.5770000000002,253.19224999999963,271.9497742764923,18.96780272451099,11.304590234468,0.202841434701461
TSLA,2019-10-30,266.1710000000002,253.04514999999964,276.0507481549216,19.970079630600083,13.037688113694417,-0.0905941840568541
TSLA,2019-10-31,270.26550000000026,252.8894999999996,279.7525816639767,20.52058057262883,14.534266605481305,-0.685341484389746
TSLA,2019-11-01,274.35950000000025,252.7194999999996,282.9485262674075,20.58959891099744,15.745333066584532,-0.446267678576618
TSLA,2019-11-04,278.34700000000026,252.7955499999996,286.2362856705116,20.74088565574789,16.744443584417205,-0.1303901547782397
TSLA,2019-11-05,282.20550000000026,252.8870499999996,289.18711560665326,20.6031087673814,17.516176621010043,-0.3571695360129517
TSLA,2019-11-06,286.3080000000003,253.08199999999965,292.7483426917339,21.00703731618393,18.21434876004482,-0.2281931789264116
TSLA,2019-11-07,290.8480000000003,253.30214999999964,296.8237386258545,21.79886695053136,18.93125239814213,0.3314731061668304
TSLA,2019-11-08,295.3105000000003,253.5026499999996,300.6633825662493,22.298461485128087,19.604694215539325,-0.5255390653479249
TSLA,2019-11-11,299.71700000000027,253.7461999999996,304.8944889885113,23.0699562175314,20.29774661593774,-0.0264477980412002
TSLA,2019-11-12,304.3190000000003,254.00854999999964,309.1835852753197,23.79759503958496,20.997716300667182,-0.336231504795303
TSLA,2019-11-13,308.6370000000003,254.19524999999965,312.70038667767017,23.79175542678257,21.556524125890267,-0.2099795301203468
