ticker,dateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
AMZN,2018-10-16,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-17,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-18,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-19,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-20,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-21,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-22,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-23,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-24,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-25,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-26,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-27,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-28,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-29,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-30,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-10-31,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-01,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-02,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-03,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-04,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-05,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-06,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-07,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-08,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-09,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-10,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-11,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-12,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-13,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-14,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-15,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-16,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-17,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-18,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-19,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-20,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-21,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-22,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-23,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-24,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-25,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-26,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-27,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-28,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-29,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-11-30,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-01,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-02,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-03,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-04,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-05,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-06,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-07,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-08,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-09,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-10,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-11,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-12,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-13,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-14,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-15,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-16,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-17,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-18,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-19,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-20,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-21,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-22,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-23,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-24,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-25,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-26,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-27,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-28,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-29,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-30,USD,8588000000,118000000,None,3894000000,1094000000,3778000000,3352000000,-2884000000,1094000000,2883000000,-5572000000,-2369000000,None,0,0,None,None,None,None,None,143000000,None,0,None,496000000,-151000000,2883000000
AMZN,2018-12-31,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-01,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-02,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-03,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-04,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-05,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-06,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-07,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-08,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-09,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-10,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-11,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-12,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-13,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-14,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-15,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-16,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-17,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-18,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-19,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-20,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-21,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-22,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-23,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-24,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-25,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-26,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-27,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-28,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-29,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-30,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-01-31,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-01,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-02,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-03,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-04,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-05,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-06,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-07,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-08,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-09,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
AMZN,2019-02-10,USD,16477000000,-277000000,None,7409000000,1350000000,4262000000,3734000000,-1395000000,1350000000,3023000000,-3572000000,-1761000000,None,0,0,None,None,None,None,None,405000000,None,0,None,3023000000,-3000000,3027000000
